CODIGO;COD.LABO;DESCRIPCION;FEC.VCTO;PRINCIPIO.ACTIVO; PREC.CAJA
21630;ROXF;ROXTRIM FORTE SUSP X 60ML;31/05/2027;SULFAMETOXAZOL+TRIMETOPRIMA; S/ 7.00 
22798;ROXF;ROXTRIM PEDIA SUSP X 60ML;31/08/2027;SULFAMETOXAZOL+TRIMETOPRIMA; S/ 7.50 
28740;LDL;RYNA DEL CAJA X 100 TAB-DESLORATADINA;30/11/2027;DESLORATADINA; S/ 75.00 
30271;MED;RYNAT D 0.05% FCO X 15ML;31/03/2027;OXIMETAZOLINA; S/ 26.00 
33666;MED;RYNATAN NF CJA X 100 TAB;31/01/2028;; S/ 203.50 
26991;MED;SAL DE ANDREWS TRIPLE ACCION X30 SOB;31/12/2027;SODIO.BICARBONA+MAGNESIO SULFA; S/ 36.00 
874;MED;SAL DE ANDREWS X100 SOBRES;30/09/2027;SODIO.BICARBONA+MAGNESIO SULFA; S/ 60.00 
33594;SHE;SALBUTAMOL 100MCG/200DOSIS SUSP.INHA;28/02/2027;SALBUTAMOL; S/ 6.50 
5218;LAP;SALBUTAMOL 2MG/5ML JARABE 120ML;28/02/2027;SALBUTAMOL; S/ 2.50 
29849;PGE;SALBUTAMOL AER 100MCG/200 DOSIS X 1;31/07/2027;SALBUTAMOL; S/ 5.50 
23110;LLA;SALBUTAMOL AEROSOL 100MCG/200DOSIS;31/03/2028;SALBUTAMOL; S/ 7.50 
31305;ELI;SALBUVENT JARABE FCO X 150ML;31/07/2028;SALBUTAMOL; S/ 18.00 
29576;PGE;SALES DE REHIDRATACION X 25 SOBRES;31/05/2027;ELECTROLITOS ORALES; S/ 22.00 
26744;MED;SALES PARA REHIDRATACION ORAL X 25 SOB;30/11/2026;ELECTROLITOS ORALES; S/ 28.90 
33602;INTF;SAMAY ZZZ 50MG X 50CAP BLANDAS;31/10/2028;DIFENHIDRAMINA CLORHIDRATO; S/ 62.00 
4181;GEN;SECNIDAZOL 500MG X 4 TABLETAS;30/04/2027;SECNIDAZOL; S/ 3.90 
26153;HAL;SENSODYNE BLANQ EXTRA FRESH X 90GR.;30/04/2027;SODIO FLUORUR+FLUOR+POTAS.NITR; S/ 13.50 
27967;HAL;SENSODYNE MULTIPROTECCION X 90GR.;31/10/2028;SODIO FLUORUR+FLUOR+POTAS.NITR; S/ 13.50 
28021;HAL;SENSODYNE RAPIDO ALIVIO X 100GR.;09/05/2027;SODIO FLUORUR+FLUOR+POTAS.NITR; S/ 18.00 
28022;GSK;SENSODYNE REP.PROT.BLANQ. 100GR;28/02/2027;SODIO FLUORUR+FLUOR+POTAS.NITR; S/ 18.50 
26155;HAL;SENSODYNE REPARA&PROTEGE X 100GR.;31/12/2027;SODIO FLUORUR+FLUOR+POTAS.NITR; S/ 18.50 
30267;HAL;SENSODYNE SENSIBILIDAD Y ENCIAS X 100GR;08/06/2027;SODIO FLUORUR+FLUOR+POTAS.NITR; S/ 17.00 
29088;CFM;SEROTOCAF 250MG/5ML FCO X60ML;31/12/2026;CEFALEXINA; S/ 9.00 
28256;CFM;SEROTOCAF 500MG X100 CAP;31/12/2027;CEFALEXINA; S/ 37.80 
30391;IQF;SERTRALINA 50MG X 10 TAB;30/06/2026;SERTRALINA; S/ 3.00 
28942;BNH;SERTRALINA 50MG X 30 TAB;31/12/2027;; S/ 8.40 
30532;THEF;SIFACOX 200MG X 100 TAB -CELECOXIB;31/10/2028;CELECOXIB; S/ 30.00 
33631;SGC;SILDENAFILO  50MG X  1 TAB;31/10/2028;SILDENAFILO  50; S/ 1.10 
33629;SGC;SILDENAFILO 100MG X 330 TAB;30/11/2028;SILDENAFILO 100; S/ 396.00 
30937;LAP;SILDENAFILO 50MG X 4 TAB REC;31/07/2028;SILDENAFILO  50; S/ 1.50 
26900;LPC;SILDEX 100MG X  1 TAB;30/09/2028;SILDENAFILO 100; S/ 1.40 
31271;ELI;SILENAI CL NF SUS.ORAL X 120ML;31/08/2027;DEXTRO+PSEUDOEFEDRINA+PARACETA; S/ 31.50 
31233;ELI;SILENAI CL PEDI.NF X 120ML;31/07/2027;DEXTRO+PSEUDOEFEDRINA+TRIPROLI; S/ 30.60 
31479;ELI;SILENAI EXPECTORANTE NF JBE X 120ML;30/04/2027;DEXTROM+PSEUDO+GUIAF; S/ 30.80 
31284;LGE;SILENTIUM 20MG/5ML SOL.ORAL X60ML;30/08/2026;DIMENHIDRINATO; S/ 20.00 
31285;LGE;SILENTIUM 4MG/ML SOL.ORAL GTAS X20ML;31/05/2026;DIMENHIDRINATO; S/ 18.00 
27022;GEL;SILKA MEDIC GEL 1% X 15GR;30/04/2027;TERBINAFINA; S/ 18.50 
3706;FIN;SIMETICONA 40MG X30 TAB.MASTIC.;31/08/2027;SIMETICONA; S/ 7.80 
22795;LAP;SIMETICONA 80MG/ML GTS 15ML;31/10/2028;SIMETICONA; S/ 2.50 
30790;IQF;SIMETICONA 80MG/ML GTS 15ML FCO;31/10/2027;SIMETICONA; S/ 3.50 
30445;LGI;SINARTROXS CAJA X 30 SACHET;31/03/2028;COLAGENO HIDROLIZADO; S/ 45.00 
30640;LGI;SINARTROXS FCO X 330GR;31/03/2027;COLAGENO HIDROLIZADO; S/ 51.00 
27073;LBF;SINFLEMAX COMP.ADULT 15MG/5ML SOL.ORAL X 120ML;30/08/2028;AMBROXOL+CLENBUTEROL; S/ 11.00 
27069;LBF;SINFLEMAX COMP.PEDIA 7.5MG/5ML SOL.ORAL X 120ML;30/11/2028;AMBROXOL+CLENBUTEROL; S/ 11.00 
30487;MIN;SKUDEXA 75MG/25MG X 20COMP.REC.PELI;31/07/2028;TRAMADOL+DEXKETOPROFENO; S/ 51.20 
5351;MED;SOLOUNA 5 INY X 1ML CAJA X 1;31/10/2029;NORETISTERONA+ESTRADIOL; S/ 12.00 
6380;MED;SOLUCION DE BUROW  55ML;30/11/2028;ALUMINI SUBACETA+ACETIC GLACIA; S/ 8.20 
29060;MED;SOLUCION DE BUROW 110ML;31/10/2028;ALUMINI SUBACETA+ACETIC GLACIA; S/ 15.00 
31266;MED;SOLUNA NF 50+5MG/ML SOL INY.X 1ML;31/10/2027;ENANTATO NORETISTERONA+ESTRADI; S/ 16.50 
26575;MED;SOLUTRES 150MG INY X 1;31/10/2028;MEDROXIPROGESTERONA; S/ 28.00 
29035;LIP;"STALIP 40MG X 30 TAB ""ATORVASTATINA 40""";30/06/2028;; S/ 26.00 
27893;LIP;STALMIN 850MG X 100 TAB.REC-METFORMINA;30/12/2027;METFORMINA CLORHIDRATO; S/ 27.00 
28554;LAP;SUBSALICILATO DE BISMUTO X 150ML;30/01/2029;SUBSALICILATO DE BISMUTO; S/ 5.50 
28488;LAP;SUBSALICILATO DE BISMUTO X 240ML;31/08/2028;; S/ 7.90 
26112;ROXF;SUCRAGANT FCO  X 200ML;31/08/2027;SUCRALFATO; S/ 20.00 
20910;AC;SUCRALEX 1G/5ML FCO X 200ML;30/04/2029;SUCRALFATO; S/ 27.80 
33640;LIPH;SUCRALFATO 1G/5ML SUSP.ORAL X 200ML;31/08/2028;SUCRALFATO; S/ 12.00 
29596;LAP;SUCRALFLAM 1GR/5ML X 200ML;31/01/2028;SUCRALFATO; S/ 13.00 
5143;LAP;SULFA+TRIME 200+40MG SUSP 60ML;30/01/2029;SULFAMETOXAZOL+TRIMETOPRIMA; S/ 3.00 
21182;LAP;SULFA+TRIME 400+80MG SUSP 60ML;30/09/2028;SULFAMETOXAZOL+TRIMETOPRIMA; S/ 3.00 
6145;LAP;SULFA+TRIME 800/160MG 100 TAB;30/10/2027;SULFAMETOXAZOL+TRIMETOPRIMA; S/ 16.00 
31333;LAP;SULFA+TRIME+SULFOGUAY SUSP X120ML;30/11/2026;SULFA+TRIMETO+SULFOGUAYACOLATO; S/ 6.00 
6772;GEN;SULFADIAZINA DE PLATA 1% CREMA X 30GR.;30/11/2028;SULFADIAZINA DE PLATA; S/ 10.50 
30156;MED;SULFAMED NF 1% CREMA X 15 GR;01/05/2026;SULFADIAZINA DE PLATA; S/ 8.50 
31090;ANS;SULFANIL 1% CREMA X 50GR;30/11/2027;SULFADIAZINA DE PLATA; S/ 12.00 
31042;ANS;SULFANIL CREMA 1% X 20GR;30/06/2028;SULFADIAZINA DE PLATA; S/ 7.50 
21282;LAP;SULFATO FERROSO 300MG X100 TAB;31/03/2029;SULFATO FERROSO; S/ 6.00 
30442;INTF;SULPHYTRIM JUNIOR SUSP 60ML;30/09/2028;SULFAMETOXAZOL+TRIMETOPRIMA; S/ 7.60 
27354;LGE;SUPOSITORIO GLIC ADULTO X100 UND;31/03/2029;GLICERINA-EVACUANTE RECTAL; S/ 28.00 
30586;QMP;SUPRACORT 15MG X 100ML-PREDNISOLONA;31/08/2027;PREDNISOLONA; S/ 14.30 
28712;IQF;SUPRAMOTIN 5MG X 30 TAB-MOSAPRIDA;31/07/2028;MOSAPRIDA; S/ 62.00 
26271;EUR;TADA 20MG X 4 TAB-TADALAFILO;31/10/2026;TADALAFILO; S/ 16.00 
29368;ELI;TAFIROL 100MG/ML SOL.GOTAS X 15ML;31/08/2027;PARACETAMOL; S/ 7.90 
20951;TEC;TAMSULON DUO X30 CAP. DURAS;30/06/2027;DUTASTERIDA+TAMSULOSINA; S/ 168.50 
31381;AJR;TAMSULOSINA 0.4MG X 30CAP.LIB.PROL;31/12/2027;TAMSULOSINA; S/ 8.00 
20921;BNH;TAMSULOSINA 0.4MG X30 CAPSULAS.;31/08/2027;TAMSULOSINA; S/ 9.00 
31163;MAV;TAPSIN FLU DIA KION LIMON MIEL CJA X 60SOBRES;30/03/2027;ANTIGRIPAL; S/ 69.00 
30142;MAV;TAPSIN MIGRAÑA X 100 COMP REC;30/09/2027;PARACE+ACIDO ACETIL+CAFEIN; S/ 29.00 
30878;MAV;TAPSIN PARACETAMOL 1G PVO EFERV X 20 SOBRES;30/06/2028;PARACETAMOL; S/ 19.00 
20822;MAV;TAPSIN PLUS CAL DIA LIMON X 60 SOBRES;30/09/2027;ANTIGRIPAL; S/ 68.50 
30869;MAV;TAPSIN PLUS CAL NOCHE KION,LIMON,MIEL X 60 SOBRES;31/12/2028;ANTIGRIPAL; S/ 68.50 
4900;MAV;TAPSIN PLUS CAL NOCHE LIMON X 60 SOBRES;31/07/2028;ANTIGRIPAL; S/ 68.50 
31046;GEL;TEATRICAL CREM CEL MAD ACLAR X 100GR;28/02/2027;DERMATOCOSMETICO; S/ 16.50 
31050;GEL;TEATRICAL CREM CEL MADR ACLAR X 200GR;31/08/2027;DERMATOCOSMETICO; S/ 28.00 
31048;GEL;TEATRICAL CREM CEL MADR ANTIAR X 100GR;31/01/2027;DERMATOCOSMETICO; S/ 16.50 
31052;GEL;TEATRICAL CREM CEL MADR ANTIAR X 200GR;31/05/2027;DERMATOCOSMETICO; S/ 28.00 
31049;GEL;TEATRICAL CREM CEL MADR HUMEC X 200GR;31/05/2026;DERMATOCOSMETICO; S/ 18.50 
29199;LIP;TELMISTALIP 80MG X 30 TABLETAS;31/01/2027;TELMISARTAN; S/ 45.00 
29744;BAG;TENSIFLEX 300MG+250MG X 100COMP.REC.;31/05/2028;CLORZOXAZONA-PARACETAMOL; S/ 164.00 
25166;LAP;TERAZOSINA 5MG X100 TABLETAS;31/10/2026;TERAZOCINA; S/ 26.00 
27503;LBF;TERBILAB 1% CREMA X 15 GM;31/08/2028;; S/ 8.50 
23008;GEN;TERBINAFINA 1% CREMA X 20G;30/07/2027;TERBINAFINA; S/ 5.90 
25165;LAP;TERBINAFINA 1% CREMA X 20G;28/02/2029;TERBINAFINA; S/ 2.90 
28823;VTP;TERBINAFINA 250MG TAB X 100;31/08/2028;; S/ 34.00 
20869;LAP;TERBINAFINA 250MG X100 TAB;30/11/2028;TERBINAFINA; S/ 35.00 
20885;AC;TERBISIL 1% CREMA X 15G;29/02/2028;TERBINAFINA; S/ 16.00 
6763;LAI;TERRAMISOL A UNG OFT EST X 6GR;30/09/2027;OXITETRACICLINA+POLIMIXINA B; S/ 10.00 
28734;ABO;TEST LAPICERO HCG PRECISA X 1;30/11/2027;PRUEBA DE EMBARAZO; S/ 3.30 
6051;LAP;TETRACICLINA 500MG X100 CAPS;31/03/2029;TETRACICLINA; S/ 22.50 
33609;LAI;TETRALAN SP 1% UNGUENTO X 6GR.;28/02/2027;TETRACICLINA CLORHIDRATO; S/ 13.00 
5230;FIN;THIMOLINA LEONARD 100ML;30/04/2027;; S/ 7.00 
22350;LAP;TIAMINA 100MG X100 TAB;30/06/2027;TIAMINA; S/ 7.00 
31205;BNH;TIDOL ANTIGRIPAL X 50SOBR X 2TAB;31/12/2026;PARA+CLOH FENILE+CLORF MALEAT; S/ 48.00 
25192;LDL;TIGLITOR 20MG X 30TAB.RECUBIERTAS;31/07/2027;ATORVASTATINA; S/ 22.00 
30475;LDL;TIGLITOR 40MG X 30TAB (ATORVASTATINA);30/11/2026;ATORVASTATINA; S/ 30.00 
2385;LAI;TIMOLOL 0.5% SOL.OFT 5ML.;30/10/2026;TIMOLOL; S/ 11.50 
33607;LAP;TINICONAZOL NF 100MG+100MG X 10TAB.VAG.;31/10/2027;METRONIDAZOL+MICONAZOL; S/ 13.50 
4926;GEN;TINIDAZOL 500MG X 8 TAB;30/06/2027;TINIDAZOL; S/ 5.30 
31324;GEL;TIO NACHITO SHAMPOO 2EN1 X 400ML;30/05/2027;; S/ 20.00 
28481;GEL;TIO NACHO SH. ANTI CAIDA ACLARANTE 415ML;31/08/2026;DERMATOCOSMETICO; S/ 22.30 
29079;GEL;TIO NACHO SH. HERBOLARIA MILENARIA X415M;30/07/2026;DERMATOCOSMETICO; S/ 21.30 
31053;GEL;TIO NACHO SH.PURIFICADOR C/CEL MDR 415ML;30/11/2026;DERMATOCOSMETICO; S/ 22.00 
33614;VES;TOALLAS HUMEDAS VEESPER X 100PCS;16/09/2028;; S/ 4.00 
33612;VES;TOALLAS HUMEDAS VEESPER X 120PCS;26/10/2028;; S/ 5.00 
33613;VES;TOALLAS HUMEDAS VEESPER X 50PCS PACK X 3UNI.;23/05/2028;; S/ 8.00 
33615;VES;TOALLAS NOCTURNAS MORADAS X 10PCS;18/10/2028;; S/ 3.50 
3818;EUR;TOBAN F 2MG X 100TABLETAS;31/10/2029;LOPERAMIDA; S/ 53.00 
6095;HER;TONIKON NF JARABE X 345ML;30/01/2028;ANTIANEMICO MULTIVITAMINICO; S/ 25.00 
5521;HER;TOPICREM CREMA X 10GR;28/02/2028;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 11.00 
30479;ROXF;TOPIMICYN NF UNG.TUB X 14GR;30/06/2028;HIDROC/NEOMIZ/POLIMIX/BACITRAC; S/ 12.00 
25205;IQF;TOSALBRON JBE ADULTO NF X 100ML;31/12/2026;OXOLAMINA CITRATO; S/ 14.50 
25204;IQF;TOSALBRON JBE INFANT X 100ML;31/08/2028;OXOLAMINA CITRATO; S/ 14.50 
30456;MAR;TOSALFLEM JBE X 120ML 1.25MG+30MG+10MG;31/08/2027;TRIPOLIDINA+DEXTROMET+PSEUDOEF; S/ 11.50 
22523;GEN;TRAMADOL  50MG X 10 CAP;30/03/2028;TRAMADOL; S/ 9.50 
30779;GEN;TRAMADOL 100MG GTS FCO X 10ML;30/10/2026;; S/ 13.00 
31497;GEN;TRAMADOL 100MG/2ML SOL.INY.X 10AMP.VIA.IM/IV;30/09/2028;TRAMADOL; S/ 23.00 
33665;IQF;TRAMADOL 50MG CJA X 100 TAB;31/08/2027;; S/ 49.00 
30667;GEN;TRAMADOL 50MG/1ML X 5 AMP;31/10/2026;TRAMADOL; S/ 8.00 
31020;LIP;TRAMADOLIPHAR 50MG X 100 CAP;31/07/2027;TRAMADOL CLORHIDRATO; S/ 48.00 
16;GRU;TRAMAL  50MG/1ML X 1 AMP;30/06/2029;TRAMADOL; S/ 14.50 
33608;LAP;TRAMALIV 37.5MG+325MG X 10TAB.REC.;31/08/2028;TRAMADOL/PARACETAMOL; S/ 7.00 
27348;GEN;TRAMINOFENOL 37.5MG+325MG X 10TAB.REC.;30/04/2027;TRAMADOL/PARACETAMOL; S/ 8.30 
29820;AC;TRANEXOL 100MG/10ML SOL X 1AMP;30/06/2027;TRANEXAMICO ACIDO; S/ 40.00 
601;EUR;TRANSAMIN 250MG X 12 CAPSULAS;30/07/2026;ACIDO TRANEXAMICO; S/ 55.00 
20917;LUK;TRAUMAPLANT TUBO X25 GRAMOS;28/02/2027;; S/ 22.00 
29683;BNH;TRETOCHECK 20MG X 30 CAP.BLANDA;31/03/2028;ISOTRETINOINA; S/ 38.00 
27961;PRL;TRIAMCICORT 50MG SUSP INY 1;31/01/2028;TRIAMCINOLONA; S/ 25.00 
25235;IQF;TRIAMCINOLONA 0.025% LOCION 60ML;30/11/2028;TRIAMCINOLONA; S/ 8.30 
4172;ROXF;TRIMICOT CREMA X 10GR;30/06/2028;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 5.80 
27805;GEL;TUKOL D JBE 120 ML;28/02/2029;GUAIFENESINA+DEXTROMETORFANO; S/ 15.20 
30428;MGB;TUSILEXIL NF JARABE X 120ML;30/06/2027;DEXTROME.BROMHI+DIFENHI.CLORHI; S/ 25.50 
3055;OM;TUSSIS OM        FCO X 100ML;31/12/2027;DEXTROMETORFANO; S/ 10.00 
5846;OM;TUSSIS OM EXPECT FCO X 100ML;31/08/2028;GUAIFENESINA+DEXTROMETORFANO; S/ 11.00 
29364;LAP;ULCEALIV 20MG X 28 CAPSULAS;30/01/2029;ESOMEPRAZOL; S/ 7.00 
29546;LAP;ULCEALIV 40MG X 30 CAP;28/02/2029;ESOMEPRAZOL; S/ 14.00 
30924;MWC;ULTRA B X 30 CAP BLANDAS;02/02/2027;SUPLEMENTO NUTRICIONAL; S/ 41.50 
31336;LPC;UREN MAX 200MG X 100TAB. REC;31/12/2027;FENAZOPIRIDINA CLORHIDRATO; S/ 94.80 
26126;IQF;UROFURIN XR 100MG X 20 CAPSULAS;31/05/2028;NITROFURANTOINA; S/ 63.50 
33605;INTF;UROPHARMA 100MG X 100 TAB.REC.;30/09/2028;FENAZOPIRIDINA; S/ 45.50 
30839;HER;UROPOL FORTE F 200MG CJA X 100 TAB;31/03/2027;FENAZOPIRIDINA CLORHIDRATO; S/ 200.00 
113;MAR;UROTAN D X 100TAB.REC;30/04/2027;FENAPOPIRIDINA CLORHIDRATO; S/ 85.00 
33643;LIP;UROVAXIN 200MG X 20TAB.REC. FLAVOXATO;31/03/2028;FLAVOXATO CLORHIDRATO; S/ 29.00 
25511;AC;VAGISTEN 0.5MG X 10 OVULOS;30/04/2028;ESTRIOL; S/ 51.00 
27518;AC;VALPRAX 500 X 30 TABLETAS;31/07/2027;VALPROICO ACIDO; S/ 80.00 
20901;GEN;VALSARTAN  80MG X 14 TAB;30/11/2026;VALSARTAN; S/ 11.00 
20900;GEN;VALSARTAN 160MG X 14 TAB;30/06/2026;VALSARTAN; S/ 19.00 
31009;LAP;VALSARTAN 160MG X 20 TAB REC;30/03/2028;VALSARTAN; S/ 9.50 
30409;LAP;VALSARTAN 80MG X 20 TAB;31/05/2028;; S/ 8.00 
33628;SEPH;VALTERO 500MG X 10TAB.REC.;30/06/2028;VALACICLOVIR; S/ 48.00 
4684;UNM;VAXIGEL X 100 OVULOS;31/10/2028;METRONIDAZOL + NISTATINA; S/ 142.00 
3063;ANS;VELAMOX SUSP.250MG/5ML 60 ML.;28/02/2029;AMOXICILINA; S/ 8.50 
1415;ANS;VELAMOX SUSP.500MG/5ML 60 ML.;31/10/2027;AMOXICILINA; S/ 12.50 
455;GSK;VENTOLIN INH 100MCG/15GR X 200DOSIS;28/02/2027;SALBUTAMOL; S/ 24.50 
4382;ROXF;VERALER 2.5MG/5ML JBE 80ML-LEVOCETIRIZIN;31/12/2026;LEVOCETIRIZINA; S/ 12.80 
1426;PGP;VICK 44 JBE P/T TIPO DE TOS X 120ML;21/04/2027;GUAIFENESINA+DEXTROMETORFANO; S/ 22.50 
28502;PGP;VICK BABYBALM CJA X1 POTE X 50GR;17/12/2026;EUCALYPTUS GLOBULU LABIL+MANZA; S/ 12.80 
29304;PGP;VICK BABYBALM DISPLAY X 6 LATAS X12GR;14/02/2027;EUCALYPTUS GLOBULU LABIL+MANZA; S/ 24.00 
625;PGP;VICK VAPORUB POTE  50 GRS;05/11/2027;ALCANFOR+MENTOL+EUCALYTUS; S/ 13.00 
626;PGP;VICK VAPORUB POTE 100 GRS.;22/10/2027;ALCANFOR+MENTOL+EUCALYTUS; S/ 22.00 
6810;PGP;VICK VITAPYRENA FORTE X 50 SOB;19/05/2027;PARACETAMOL+FENILEFRINA; S/ 130.00 
26109;ROXF;VICLORAX 100MG X 100 CAP;30/06/2028;DOXICICLINA; S/ 47.50 
31039;PRL;VITACOL D3 1000UI CJA X 30 CAP BLANDAS;30/09/2028;COLECALCIFEROL; S/ 20.00 
31040;PRL;VITACOL D3 2000 UI CJA X 30 CAP BLANDAS;30/04/2028;COLECALCIFEROL; S/ 22.00 
1681;QUI;VITACOSE PLUS AMP + JER;30/11/2027;ACID.FOLIC+CIANOCOBA+NICOTINAM; S/ 13.00 
28733;LGE;VITAGEN NF SUSP X345ML;31/03/2028;COMPLEJO VITAMINICO B; S/ 18.50 
29788;ELI;VITAKID CRECIMIENTO SUSP FCO X 180 ML;31/07/2027;SUPLEMENTO NUTRICIONAL; S/ 24.00 
31441;LAP;VITAMINA B12 1000MCG FCOX100TAB.SUBL.;31/05/2027;VITAMINA B12; S/ 28.00 
33672;LAP;VITAMINA C 500MG+ZINC 5MG CJA X 30 TAB MAST;31/12/2027;; S/ 15.00 
30395;SHE;VITAMINA D3 1000UI X30 CAP BLAN;31/07/2028;VITAMINA D; S/ 13.50 
30521;UNM;VITAMINA E 1000 UI X 30 CAPS;29/02/2028;; S/ 35.50 
6459;UNM;VITAMINA E 400UI X 50 CAP;31/01/2028;VITAMINA E; S/ 14.80 
31490;BLGP;VITANECOLL COLG HIDR X 30 SOB 12G;13/08/2027;COLG HID MAG+ZINC+VITA C; S/ 90.00 
31329;FIN;VITATHON X 100 GRAGEAS;31/10/2027;SUPLEMENTO DIETETICO; S/ 85.00 
31272;FIN;VITATHON X 30 GRAGEAS;31/10/2027;SUPLEMENTO DIETETICO; S/ 29.00 
29387;LGI;VITATHONIC FCO X 180ML;31/12/2027;VIT.C+B1+B2+B6+B12; S/ 9.00 
29097;LGI;VITATHONIC FCO X 345ML;31/01/2029;VIT.C+B1+B2+B6+B12; S/ 15.00 
33625;MAR;VITAVERAN B JARABE X 340ML;31/10/2027;MULTIVITAMINICOS CON HIERRO; S/ 28.00 
31367;LIP;VITCOMPLEX B FORTE X 200CAP.BLANDA-COMPLEJO B;31/08/2028;COMPLEJO B; S/ 50.00 
30921;DENT;VITIS PASTA ORTHODONTIC X 100ML;30/10/2028;PASTA DENTAL; S/ 19.00 
30466;LBF;VODRAVOL 50MG CJA X 100TAB;31/05/2028;DIMENHIDRINATO; S/ 19.00 
1575;HAL;VOLTAREN 1.16% EMULGEL X 30GR;31/01/2028;DICLOFENACO DIETILAMINA; S/ 18.50 
28057;NVT;VOLTAREN 75MG/3ML X 10 AMP;31/08/2027;DICLOFENACO; S/ 80.00 
26716;ROXF;VOMIXTAL 50MG X100 TABLETAS;29/02/2028;DIMENHIDRINATO; S/ 26.50 
26985;LPC;VOXAMINE 50MG X100 TABLETAS;30/04/2028;DIMENHIDRINATO; S/ 45.00 
20780;HER;WARMI X 90 CAPS;31/03/2028;SUPLEMENTO NUTRICIONAL; S/ 125.00 
31375;LAP;WELLPORT NF(312.5MG+6.25+2.5MG)/5ML X 345ML;28/02/2027;CARNITINACL+LISINACL+CIPROHEPT; S/ 16.50 
28568;LAP;WELPLEX (10MG+100MG)/5ML SOL.ORAL X 120ML;30/09/2028;DEXTRO.BROMHIDRATO+GUAIFENESIN; S/ 6.00 
4364;LGI;WELTONIC FCO X 180ML;31/08/2027;VIT.C+B1+B2+B6+B12; S/ 8.00 
22984;ROXF;XENILER 10MG/ML SOL.ORAL GOTAS X 15 ML;30/06/2028;CETIRIZINA; S/ 10.00 
22987;ROXF;XENILER 5MG/5ML JBE FCO X 60ML;31/05/2028;CETIRIZINA; S/ 12.50 
25340;GEN;YODOPOVIDONA 10% SOLUCION TOPICA X 60 ML;30/09/2028;YODOPOVIDONA; S/ 6.80 
27906;LGE;YODOX SOLUCION FCO 60ML;31/05/2028;POVIDONA YODADA; S/ 7.00 
26780;IDU;Z CAL 1000 2% GEL TBO X 35G DICLOFENACO;31/01/2028;DICLOFENACO; S/ 12.00 
22658;GRU;ZALDIAR 37.5MG/325MG X 60COMP.REC.;31/05/2028;TRAMADOL/PARACETAMOL; S/ 240.00 
30989;SKB;ZENTEL 400MG/10ML SUSP.ORAL X 10ML;30/06/2027;ALBENDAZOL; S/ 11.00 
25927;ELI;ZETALER 10MG/ML SOL.GOTAS X 15ML;31/01/2030;CETIRIZINA; S/ 25.00 
25581;ELI;ZETALER JBE X 60 ML;31/07/2027;CETIRIZINA; S/ 24.50 
30762;DOL;ZITROPHAR 200MG/5ML FCO X30ML;30/09/2028;AZITROMICINA; S/ 10.00 
28015;LAP;ZITROTRIM 200MG/5ML 15 ML;31/10/2028;AZITROMICINA; S/ 6.50 
28056;LAP;ZITROTRIM 200MG/5ML 30 ML;30/12/2028;AZITROMICINA; S/ 7.00 
31396;AVX;ZN-30(SULFATO DE ZINC 30MG X 30 TABLETAS);18/03/2028;SULFATO DE ZINC; S/ 11.00 
